
0.28, 0.0, 1.0, 0.2825435019380157, 0.28626757736500963
0.28, 0.25, 1.0, 0.2824056657299569, 0.28947700595490916
0.28, 0.0, 1.0, 0.2644799844260295, 0.30500253897916446
0.28, 0.25, 1.0, 0.27010500868926257, 0.3011817766408437
0.28, 0.5, 1.0, 0.2695904540457823, 0.308903710547614
0.28, 0.75, 1.0, 0.266074535681023, 0.31166881101423033
0.28, 1.0, 1.0, 0.29045001822097044, 0.31723530155038
0.01, 0.28, 1.0, 0.009484004070837371, 0.027590242439676595
0.26, 0.28, 1.0, 0.25069742175645443, 0.2828036824840747
0.29, 0.28, 1.0, 0.2741036707705074, 0.31417908541619316
0.28, 0.0, 1.0, 0.283506179196564, 0.284759961765218
0.28, 0.0, 1.0, 0.2830752045433511, 0.2857127801524705
0.28, 0.0, 1.0, 0.28240542917852884, 0.28587684582157236
0.28, 0.0, 1.0, 0.28203704283668346, 0.28554347721161744
0.01, 0.0, 1.0, 0.0, 0.021667975701060972
0.01, 0.04, 1.0, 0.0, 0.03083144935925217
0.01, 0.08, 1.0, 0.0012848520329370242, 0.029426560196106392
0.01, 0.12, 1.0, 0.0, 0.028587384474916048
0.01, 0.16, 1.0, 0.010339728278363792, 0.03283929179405587
0.01, 0.2, 1.0, 0.0030840523192479496, 0.028501182979242513
0.01, 0.24000000000000002, 1.0, 0.0028508963347663287, 0.02714776070610944
0.01, 0.28, 1.0, 0.0, 0.024600454472333416
0.01, 0.32, 1.0, 0.009138418884019273, 0.026643655439730823
0.01, 0.36, 1.0, 0.008542594135007821, 0.021544961616977956
0.01, 0.39999999999999997, 1.0, 0.0026600954319075075, 0.02773697006609165
0.01, 0.43999999999999995, 1.0, 0.008914549506690312, 0.028019460389848344
0.01, 0.4799999999999999, 1.0, 0.00813992915030056, 0.033045966635570155
0.01, 0.5199999999999999, 1.0, 0.0, 0.027225905188300314
0.01, 0.5599999999999999, 1.0, 0.0, 0.02760858091178567
0.01, 0.6, 1.0, 0.0, 0.028260143941532156
0.01, 0.64, 1.0, 0.0, 0.02854094969534631
0.01, 0.68, 1.0, 0.001464700081800047, 0.022430192500987326
0.01, 0.7200000000000001, 1.0, 0.0003409645796352452, 0.02832979465798785
0.01, 0.7600000000000001, 1.0, 0.004622624519716461, 0.027178769569492098
0.01, 0.8000000000000002, 1.0, 0.006419590063737868, 0.031422105724370396
0.01, 0.8400000000000002, 1.0, 0.009454305030418159, 0.0273713762487647
0.01, 0.8800000000000002, 1.0, 0.003763436609011115, 0.02725034717073597
0.01, 0.9200000000000003, 1.0, 0.0, 0.02657292665652167
0.01, 0.9600000000000003, 1.0, 0.006560423721877479, 0.027721828235782592
0.01, 1.0, 1.0, 0.009542622431142104, 0.01877990423394144
0.01, 0.0, 1.0, 0.007270288635336001, 0.010535731507851073
0.01, 0.04, 1.0, 0.007830527538604947, 0.0123325682526765
0.01, 0.08, 1.0, 0.009494898996411384, 0.012152900864530499
0.01, 0.0, 1.0, 0.009229721944130409, 0.010350972907953856
0.01, 0.04, 1.0, 0.009194809255085569, 0.011033657903066872
0.01, 0.0, 1.0, 0.009812079384115433, 0.010214320296541566
